Unnamed: 0,번호,참고문헌양식
,98.0,"Zeng  T ,Zhang  W ,Yu  X ,Liu  X ,Li  M ,Chen  L . ""Big-data-based edge biomarkers: study on dynamical drug sensitivity and resistance in individuals"" Briefings in Bioinformatics : 576-592.
"
,99.0,"Kim  Jonghun,Jang  Heetae,Kim  Jong Tak,Pan  Hee-Jun,Park  Roy C . ""Big-Data Based Real-Time Interactive Growth Management System in Wireless Communications"" WIRELESS PERSONAL COMMUNICATIONS : 655-671.
"
,100.0,"Malik  K  R . ""Big-data: transformation from heterogeneous data to semantically-enriched simplified data"" Multimedia tools and applications  : 12727-12747.
"
,101.0,"Yang  C ,Puthal  D ,Mohanty  S ,Kougianos  E . ""Big-Sensing-Data Curation for the Cloud is Coming: A Promise of Scalable Cloud-Data-Center Mitigation for Next-Generation IoT and Wireless Sensor Networks"" IEEE CONSUMER ELECTRONICS MAGAZINE : 48-56.
"
,,
,2.0,"Abbes  H ,Gargouri  F . ""MongoDB-Based Modular Ontology Building for Big Data Integration"" Journal on Data Semantics : 1-27.
"
,3.0,"Zhang  Y ,Nadarajah  S . ""Flexible Heavy Tailed Distributions for Big Data"" ANNALS OF DATA SCIENCE : 421-432.
"
,4.0,"Tian  Hua. ""Research on the driving mechanism of business model innovation of startups based on big data analysis in the context of digital economy"" International journal of data science : 195-210.
"
,5.0,"Nalluri  Sravani,Sasikala  R . ""An insight into application of big data analytics in healthcare"" International Journal of Data Mining, Modelling and Management : 87-117.
"
,6.0,"Xixian  H ,Jianzhong  L ,Donghua  Y ,Jinbao  W . ""Efficient Skyline Computation on Big Data"" IEEE transactions on knowledge and data engineering : 2521-2535.
"
,7.0,"Chen  Yang,Wang  Zhong‐yi,Yuan  Gang,Huang  Lan. ""An overview of online based platforms for sharing and analyzing electrophysiology data from big data perspective"" WIREs Data Mining and Knowledge Discovery : NA.
"
,8.0,"Li  Cong. ""The construction of smart city information service system in the era of big data"" International journal of data science : 104-123.
"
,9.0,"Enrico Barbierato,Marco Gribaudo,Mauro Iacono. ""Modeling and Evaluating the Effects of Big Data Storage Resource Allocation in Global Scale Cloud Architectures"" International journal of data warehousing and mining : 1-20.
"
,10.0,"Woo  Jongwook,Mishra  Monika. ""Predicting the ratings of Amazon products using Big Data"" WIREs Data Mining and Knowledge Discovery : n/a-n.
"
,11.0,"Joshiara  Hetal A ,Thaker  Chirag S ,Shah  Sanjay M ,Choksi  Darshan B . ""Detection of stragglers and optimal rescheduling of slow running tasks in big data environment using LFCSO-LVQ classifier and enhanced PSO algorithm"" International Journal of Data Analysis Techniques and Strategies : 1-21.
"
,12.0,"Balamurugan  S ,Thangaraj  M . ""Bayesian consensus clustering with LIME for security in big data"" International Journal of Data Analysis Techniques and Strategies : 15-35.
"
,13.0,"Chen  Yang,Wang  Zhong‐yi,Yuan  Gang,Huang  Lan. ""An overview of online based platforms for sharing and analyzing electrophysiology data from big data perspective"" WIREs Data Mining and Knowledge Discovery : n/a-n.
"
,14.0,"Rado  RatsimbazafyBoussaid  Omar. ""Multiple Decisional Query Optimization in Big Data Warehouse"" International journal of data warehousing and mining : 22-43.
"
,15.0,"Ardakani  Omid M ,Asadi  Majid,Ebrahimi  Nader,Soofi  Ehsan S . ""MR plot: A big data tool for distinguishing distributions"" Statistical Analysis and Data Mining : 405-418.
"
,16.0,"Fegaras  L . ""Incremental Query Processing on Big Data Streams"" IEEE transactions on knowledge and data engineering : 2998-3012.
"
,17.0,"Zhang  Haixiang,Wang  HaiYing. ""Distributed subdata selection for big data via sampling-based approach"" Computational statistics & data analysis
"
,18.0,"Won Kim,Ok-Ran Jeong,Chulyun Kim. ""A Holistic View of Big Data"" International journal of data warehousing and mining : 59-69.
"
,19.0,"Verma  Neha,Singh  Jatinder. ""An intelligent approach to Big Data analytics for sustainable retail environment using Apriori-MapReduce framework"" Industrial Management & Data Systems : 1503-1520.
"
,20.0,"Lee  JooChul,Wang  HaiYing,Schifano  Elizabeth D . ""Online updating method to correct for measurement error in big data streams"" Computational statistics & data analysis
"
,21.0,"Joseph  V  Roshan,Mak  Simon. ""Supervised compression of big data"" Statistical Analysis and Data Mining : 217-229.
"
,22.0,"Chen  Xu,Liu  Lei,Guo  Xinyu. ""Analysing repeat blood donation behavior via big data"" Industrial Management & Data Systems : 192-208.
"
,23.0,"Francesco Di Tria,Ezio Lefons,Filippo Tangorra. ""A Framework for Evaluating Design Methodologies for Big Data Warehouses: Measurement of the Design Process"" International journal of data warehousing and mining : 15-39.
"
,24.0,"Tung  Wen-wen,Barthur  Ashrith,Bowers  Matthew C ,Song  Yuying,Gerth  John,Cleveland  William S . ""Divide and recombine (D&R) data science projects for deep analysis of big data and high computational complexity"" Japanese Journal of Statistics and Data Science : 139-156.
"
,25.0,"Sheng  Hongyan,Feng  Taiwen,Chen  Lucheng,Chu  Dianhui. ""Responding to market turbulence by big data analytics and mass customization capability"" Industrial Management & Data Systems : 2614-2636.
"
,26.0,"Strang  Kenneth David. ""Problems with research methods in medical device big data analytics"" INTERNATIONAL JOURNAL OF DATA SCIENCE AND ANALYTICS : 229-240.
"
,27.0,"Li  Shuyang,Peng  Guo Chao,Xing  Fei. ""Barriers of embedding big data solutions in smart factories: insights from SAP consultants"" Industrial Management & Data Systems : 1147-1164.
"
,28.0,"Tseng  Ming-Lang,Bui  Tat-Dat,Lim  Ming K ,Tsai  Feng Ming,Tan  Raymond R . ""Comparing world regional sustainable supply chain finance using big data analytics: a bibliometric analysis"" Industrial Management & Data Systems : 657-700.
"
,29.0,"Li  Jia. ""Advancing science and technology with big data analytics"" Statistical Analysis and Data Mining : NA.
"
,30.0,"Terzi  Duygu Sinanç,Sağıroğlu  Şeref,Kılınç  Hakan. ""Telecom fraud detection with big data analytics"" International journal of data science : 191-204.
"
,31.0,"Hajiheydari  Nastaran,Delgosha  Mohammad Soltani,Wang  Yichuan,Olya  Hossein. ""Exploring the paths to big data analytics implementation success in banking and financial service: an integrated approach"" Industrial Management & Data Systems : 2498-2529.
"
,32.0,"Kirubakaran  Anusuya,Aramudhan  M . ""A watchdog approach - name-matching algorithm for big data risk intelligence"" International Journal of Data Analysis Techniques and Strategies : 273-290.
"
,33.0,"Raut  Rakesh,Narwane  Vaibhav,Kumar Mangla  Sachin,Yadav  Vinay Surendra,Narkhede  Balkrishna Eknath,Luthra  Sunil. ""Unlocking causal relations of barriers to big data analytics in manufacturing firms"" Industrial Management & Data Systems : 1939-1968.
"
,34.0,"Finogeev  Alexey G ,Gamidullaeva  Leyla A ,Vasin  Sergey M . ""Application of hyper-convergent platform for big data in exploring regional innovation systems"" International Journal of Data Mining, Modelling and Management : 365-385.
"
,35.0,"Andrée Marie López-Fernández,Zamira Burgos Silva. ""Stakeholder Perceptions and Word-of-Mouth on CSR Dynamics: A Big Data Analysis from Twitter"" INTERNATIONAL JOURNAL OF BUSINESS DATA COMMUNICATIONS AND NETWORKING : 67-80.
"
,36.0,"Roh  Yuji,Heo  Geon,Whang  Steven Euijong. ""A Survey on Data Collection for Machine Learning: A Big Data - AI Integration Perspective"" IEEE transactions on knowledge and data engineering : 1328-1347.
"
,37.0,"Velev  Dimiter,Zlateva  Plamena. ""An analysis of the relation between natural disasters and Big Data"" International journal of data science : 370-381.
"
,38.0,"Gupta  Preeti,Sharma  Arun,Jindal  Rajni. ""Scalable machine‐learning algorithms for big data analytics: a comprehensive review"" WIREs Data Mining and Knowledge Discovery : 194-214.
"
,39.0,"Samaraweera  G  Dumindu,Chang  J  Morris. ""Security and Privacy Implications on Database Systems in Big Data Era: A Survey"" IEEE transactions on knowledge and data engineering : 239-258.
"
,40.0,"Sautot  Lucile,Bimonte  Sandro,Journaux  Ludovic. ""A Semi-Automatic Design Methodology for (Big) Data Warehouse Transforming Facts into Dimensions"" IEEE transactions on knowledge and data engineering : 28-42.
"
,41.0,"Wu  C ,Ku  C ,Ho  J ,Chen  M . ""A Novel Pipeline Approach for Efficient Big Data Broadcasting"" IEEE transactions on knowledge and data engineering : 17-28.
"
,42.0,"Yanfeng  Z ,Shimin  C ,Qiang  W ,Ge  Y . ""i$^2$ MapReduce: Incremental MapReduce for Mining Evolving Big Data"" IEEE transactions on knowledge and data engineering : 1906-1919.
"
,43.0,"Jianguo  L ,Dingding  L . ""Bias Correction in a Small Sample from Big Data"" IEEE transactions on knowledge and data engineering : 2658-2663.
"
,44.0,"Kafeza  Eleanna,Kanavos  Andreas,Makris  Christos,Pispirigos  Georgios,Vikatos  Pantelis. ""T-PCCE: Twitter Personality based Communicative Communities Extraction System for Big Data"" IEEE transactions on knowledge and data engineering : 1625-1638.
"
,45.0,"Chen  Lei,Zhou  Xiangmin,Yang  Xiaochun,Sellis  Timos. ""Guest Editorial Special Issue on Online Recommendation Using AI and Big Data Techniques"" IEEE transactions on knowledge and data engineering : 9809-9811.
"
,46.0,"Li  Q ,Chen  Y ,Wang  J ,Chen  Y ,Chen  H . ""Web Media and Stock Markets : A Survey and Future Directions from a Big Data Perspective"" IEEE transactions on knowledge and data engineering : 381-399.
"
,47.0," ""VA-Store: A Virtual Approximate Store Approach to Supporting Repetitive Big Data in Genome Sequence Analyses"" IEEE transactions on knowledge and data engineering : 602-616.
"
,48.0,"Tang  Shanjiang,He  Bingsheng,Yu  Ce,Li  Yusen,Li  Kun. ""A Survey on Spark Ecosystem: Big Data Processing Infrastructure, Machine Learning, and Applications"" IEEE transactions on knowledge and data engineering : 71-91.
"
,49.0,"Hu  Huan,Li  Jianzhong. ""Bit-Oriented Sampling for Aggregation on Big Data"" IEEE transactions on knowledge and data engineering : 359-373.
"
,50.0,"Zhou  Pan,Wang  Kehao,Guo  Linke,Gong  Shimin,Zheng  Bolong. ""A Privacy-Preserving Distributed Contextual Federated Online Learning Framework with Big Data Support in Social Recommender Systems"" IEEE transactions on knowledge and data engineering : 824-838.
"
,51.0,"Tian  F ,Lan  T ,Chao  K ,Godwin  N ,Zheng  Q ,Shah  N ,Zhang  F . ""Mining Suspicious Tax Evasion Groups in Big Data"" IEEE transactions on knowledge and data engineering : 2651-2664.
"
,52.0,"Dutta  Palash. ""An uncertainty measure and fusion rule for conflict evidences of big data via Dempster–Shafer theory"" International journal of image and data fusion : 152-169.
"
,53.0,"Sutedi  Sutedi. ""Enhanced Graph Transforming V2 Algorithm for Non-Simple Graph in Big Data Pre-Processing"" IEEE transactions on knowledge and data engineering : 67-77.
"
,54.0,"Ordonez  C ,Zhang  Y ,Cabrera  W . ""The Gamma Matrix to Summarize Dense and Sparse Data Sets for Big Data Analytics"" IEEE transactions on knowledge and data engineering : 1905-1918.
"
,55.0,"Zhang  Chihao,Yang  Yang,Zhou  Wei,Zhang  Shihua. ""Distributed Bayesian Matrix Decomposition for Big Data Mining and Clustering"" IEEE transactions on knowledge and data engineering : 3701-3713.
"
,56.0," ""A Multi-Step Nonlinear Dimension-Reduction Approach with Applications to Big Data"" IEEE transactions on knowledge and data engineering : 2249-2261.
"
,57.0,"Song  G ,Rochas  J ,Beze  L  E ,Huet  F ,Magoules  F . ""K Nearest Neighbour Joins for Big Data on MapReduce: A Theoretical and Experimental Analysis"" IEEE transactions on knowledge and data engineering : 2376-2392.
"
,58.0,"Xu  Chen,Zhang  Yongquan,Li  Runze,Wu  Xindong. ""On the Feasibility of Distributed Kernel Regression for Big Data"" IEEE transactions on knowledge and data engineering : 3041-3052.
"
,59.0,"Song  Jie,He  Hongyan,Thomas  Richard,Bao  Yubin,Yu  Ge. ""Haery: A Hadoop Based Query System on Accumulative and High-Dimensional Data Model for Big Data"" IEEE transactions on knowledge and data engineering : 1362-1377.
"
,60.0,"Bo Hu,Nuno Carvalho,Takahide Matsutsuka. ""Towards Big Linked Data: A Large-Scale, Distributed Semantic Data Storage"" International journal of data warehousing and mining : 19-43.
"
,61.0,"Zhu  Fangzhou,Yuan  Mingxuan,Xie  Xike,Wang  Ting,Zhao  Shenglin,Rao  Weixiong,Zeng  Jia. ""A Data-Driven Sequential Localization Framework for Big Telco Data"" IEEE transactions on knowledge and data engineering : 3007-3019.
"
,62.0,"Cuzzocrea  Alfredo,Grasso  Giorgio Mario,Nolich  Massimiliano. ""Effective and efficient distributed management of big clinical data: a framework"" International Journal of Data Mining, Modelling and Management : 284-313.
"
,63.0,"Yang  C ,Chen  J . ""A Scalable Data Chunk Similarity Based Compression Approach for Efficient Big Sensing Data Processing on Cloud"" IEEE transactions on knowledge and data engineering : 1144-1157.
"
,64.0,"Yang  Chi,Xu  Xianghua,Ramamohanarao  Kotagiri,Chen  Jinjun. ""A Scalable Multi-Data Sources Based Recursive Approximation Approach for Fast Error Recovery in Big Sensing Data on Cloud"" IEEE transactions on knowledge and data engineering : 841-854.
"
,65.0,"Cheng   Siyao,Cai   Zhipeng,Li   Jianzhong,Gao   Hong. ""Extracting Kernel Dataset from Big Sensory Data in Wireless Sensor Networks"" IEEE transactions on knowledge and data engineering : 813-827.
"
,66.0,"Yang  Yicheng,Kim  Jae Kwang,Cho  In Ho. ""Parallel Fractional Hot-Deck Imputation and Variance Estimation for Big Incomplete Data Curing"" IEEE transactions on knowledge and data engineering : 3912-3926.
"
,67.0," ""Efficient and Distributed Generalized Canonical Correlation Analysis for Big Multiview Data"" IEEE transactions on knowledge and data engineering : 2304-2318.
"
,68.0,"Xu  Yang,Yao  Bin,Wang  Zhi-Jie,Gao  Xiaofeng,Xie  Jiong,Guo  Minyi. ""Skia: Scalable and Efficient In-Memory Analytics for Big Spatial-Textual Data"" IEEE transactions on knowledge and data engineering : 2467-2480.
"
,69.0,"Fang   Yixiang,Cheng   Reynold,Tang   Wenbin,Maniu   Silviu,Yang   Xuan. ""Scalable Algorithms for Nearest-Neighbor Joins on Big Trajectory Data"" IEEE transactions on knowledge and data engineering : 785-800.
"
,70.0,"Wu  Brian,Drignei  Dorin. ""Emulated order identification for models of big time series data"" Statistical Analysis and Data Mining : 201-212.
"
,71.0,"Zilber  Daniel,Katzfuss  Matthias. ""Vecchia–Laplace approximations of generalized Gaussian processes for big non-Gaussian spatial data"" Computational statistics & data analysis
"
,72.0,"Chen  Dan,Tang  Yunbo,Zhang  Hao,Wang  Lizhe,Li  Xiaoli. ""Incremental Factorization of Big Time Series Data with Blind Factor Approximation"" IEEE transactions on knowledge and data engineering : 569-584.
"
,73.0,"Huang  Lei,Zhao  Yandong,He  Guangxi,Lu  Yangxu,Zhang  Juanjuan,Wu  Peiyi. ""Data access as a big competitive advantage: evidence from China's car-hailing platforms"" Data Technologies and Applications : 192-215.
"
,74.0,"Costa  M ,Madeira  H . ""Handling Big Dimensions in Distrubted Data Warehouses using the DWS Technique"" ACM INTERNATIONAL WORKSHOP ON DATA WAREHOUSING AND OLAP : 31-37.
"
,75.0,"Mullock  J . ""EU data privacy laws face big shake-up"" JOURNAL OF DIRECT DATA AND DIGITAL MARKETING PRACTICE : 369-371.
"
,76.0,"Yan  Xuesong,Zhang  Mingzhao,Wu  Qinghua. ""Big-data-driven pre-stack seismic intelligent inversion"" Information Sciences : 34-52.
"
,77.0,"Agneeswaran  V S . ""Big-Data - Theoretical, Engineering and Analytics Perspective"" Lecture Notes in Computer Science : 8-15.
"
,78.0,"Hecker  D . ""Big-Data-Geschäftsmodelle — die drei Seiten der Medaille"" WIRTSCHAFTSINFORMATIK UND MANAGEMENT : 20-30.
"
,79.0,"Popov  K ,De Bold  R ,Chai  H -K ,Forde  M C ,Ho  C L ,Hyslip  J P ,Kashani  H F ,Long  P ,Hsu  S S . ""Big-data driven assessment of railway track and maintenance efficiency using Artificial Neural Networks"" Construction and Building Materials
"
,80.0," ""Big-data x-ray phase contrast imaging simulation challenges [9594-17]"" Proceedings of SPIE, the International Society for Optical Engineering : 9594 0I-9594 0I.
"
,81.0,"Xie  R ,Jia  X . ""Data Transfer Scheduling for Maximizing Throughput of Big-Data Computing in Cloud Systems"" IEEE Transactions on Cloud Computing : 87-98.
"
,82.0,"Cheng  J ,Cheng  Q ,Zargham  M . ""Big-data Feature Screening Using Bregman Divergence"" PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING, COMPUTER VISION AND PATTERN RECOGNITION : 219-223.
"
,83.0,"Gao  Xinkai. ""Big-data-based network engineering recruitment data collection, warehousing, and analysis program"" Proceedings of SPIE, the International Society for Optical Engineering : 125110O-125110O.
"
,84.0,"Franz  T . ""Big-Data-Anwendungsfälle methodisch erarbeiten"" WIRTSCHAFTSINFORMATIK UND MANAGEMENT : 70-79.
"
,85.0,"Kanoun  Karim,van der Schaar  Mihaela. ""Big-Data Streaming Applications Scheduling with Online Learning and Concept Drift Detection"" DATE : 1547-1550.
"
,86.0,"Shukla  Manish,Tiwari  Manoj Kumar. ""Big-data analytics framework for incorporating smallholders in sustainable palm oil production"" Production planning & control : 1365-1377.
"
,87.0,"Yamagata  Yoshiki,Murakami  Daisuke,Wu  Yihan,Yang  Perry Pei-Ju,Yoshida  Takahiro,Binder  Robert. ""Big-data analysis for carbon emission reduction from cars: Towards walkable green smart community"" Energy Procedia : 4292-4297.
"
,88.0,"Jalali   Arash,Rahden   Douglas,Heintz   Joerg,Filla   Greg,DiNovi   Jason,Mensah   Edward. ""Big-Data Method to Advance Public Health Informatics: Smarter Public Health Prevention System (SPHPS)"" AMIA ANNUAL SYMPOSIUM : 1446-1446.
"
,89.0,"Luechtefeld  T ,Rowlands  C ,Hartung  T . ""Big-data and machine learning to revamp computational toxicology and its use in risk assessment"" Toxicology Research : 732-744.
"
,90.0,"Shukla  Amit K ,Muhuri  Pranab K . ""Big-data clustering with interval type-2 fuzzy uncertainty modeling in gene expression datasets"" Engineering Applications of Artificial Intelligence : 268-282.
"
,91.0,"Liang   Xiaomeng,Pérez   Benito O ,Dey   Soumya S ,Haney   Heather,Kim   Jasmin Y . ""Big-Data Analytics Drives Parking Policy: Evaluating Adherence to Meter Time Limits in Washington, D.C"" Transportation Research Record : 107-117.
"
,92.0,"Bell  P C . ""`Big data' and the analytics course Given student expectations and industry demands, it's time to re-frame content to make analytics course big-data friendly"" OR/MS today : 28-31.
"
,93.0,"Hennion  Nicolas. ""Big-Data for Satellite Yearly Reports Generation (AIAA 2018-2368)"" Papers American Institute of Aeronautics and Astronautics : 707-707.
"
,94.0,"Zhao  Wan-li,Miao  Ding-hao,Zhang  Yong,He  Zhan-bing. ""Big-data analysis of phase-formation rules in high-entropy alloys"" JOURNAL OF IRON AND STEEL RESEARCH -INTERNATIONAL- : 358-365.
"
,95.0,"Nunes   Rickey T  P ,Deshpande   Santosh L . ""Big-Data Approaches for Bioinformatics Workflows: A Comparative Assessment"" COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE : 647-654.
"
,96.0,"MAYIZ HABBAL. ""BIG DATA/BIG COMPUTE TECHNOLOGIES AND THE REALM OF POSSIBILITIES: The Emergence of Real-Time Risk Enterprises in the Capital Markets Industry"" Journal of trading : 67-70.
"
,97.0,"Del Sol  Antonio,Thiesen  Hans J ,Imitola  Jaime,Carazo Salas  Rafael E . ""Big-Data-Driven Stem Cell Science and Tissue Engineering: Vision and Unique Opportunities"" CELL STEM CELL : 157-160.
"
,98.0,"Zeng  T ,Zhang  W ,Yu  X ,Liu  X ,Li  M ,Chen  L . ""Big-data-based edge biomarkers: study on dynamical drug sensitivity and resistance in individuals"" Briefings in Bioinformatics : 576-592.
"
,99.0,"Kim  Jonghun,Jang  Heetae,Kim  Jong Tak,Pan  Hee-Jun,Park  Roy C . ""Big-Data Based Real-Time Interactive Growth Management System in Wireless Communications"" WIRELESS PERSONAL COMMUNICATIONS : 655-671.
"
,100.0,"Malik  K  R . ""Big-data: transformation from heterogeneous data to semantically-enriched simplified data"" Multimedia tools and applications  : 12727-12747.
"
,101.0,"Yang  C ,Puthal  D ,Mohanty  S ,Kougianos  E . ""Big-Sensing-Data Curation for the Cloud is Coming: A Promise of Scalable Cloud-Data-Center Mitigation for Next-Generation IoT and Wireless Sensor Networks"" IEEE CONSUMER ELECTRONICS MAGAZINE : 48-56.
"
,,
,2.0,"Abbes  H ,Gargouri  F . ""MongoDB-Based Modular Ontology Building for Big Data Integration"" Journal on Data Semantics : 1-27.
"
,3.0,"Zhang  Y ,Nadarajah  S . ""Flexible Heavy Tailed Distributions for Big Data"" ANNALS OF DATA SCIENCE : 421-432.
"
,4.0,"Tian  Hua. ""Research on the driving mechanism of business model innovation of startups based on big data analysis in the context of digital economy"" International journal of data science : 195-210.
"
,5.0,"Nalluri  Sravani,Sasikala  R . ""An insight into application of big data analytics in healthcare"" International Journal of Data Mining, Modelling and Management : 87-117.
"
,6.0,"Xixian  H ,Jianzhong  L ,Donghua  Y ,Jinbao  W . ""Efficient Skyline Computation on Big Data"" IEEE transactions on knowledge and data engineering : 2521-2535.
"
,7.0,"Chen  Yang,Wang  Zhong‐yi,Yuan  Gang,Huang  Lan. ""An overview of online based platforms for sharing and analyzing electrophysiology data from big data perspective"" WIREs Data Mining and Knowledge Discovery : NA.
"
,8.0,"Li  Cong. ""The construction of smart city information service system in the era of big data"" International journal of data science : 104-123.
"
,9.0,"Enrico Barbierato,Marco Gribaudo,Mauro Iacono. ""Modeling and Evaluating the Effects of Big Data Storage Resource Allocation in Global Scale Cloud Architectures"" International journal of data warehousing and mining : 1-20.
"
,10.0,"Woo  Jongwook,Mishra  Monika. ""Predicting the ratings of Amazon products using Big Data"" WIREs Data Mining and Knowledge Discovery : n/a-n.
"
,11.0,"Joshiara  Hetal A ,Thaker  Chirag S ,Shah  Sanjay M ,Choksi  Darshan B . ""Detection of stragglers and optimal rescheduling of slow running tasks in big data environment using LFCSO-LVQ classifier and enhanced PSO algorithm"" International Journal of Data Analysis Techniques and Strategies : 1-21.
"
,12.0,"Balamurugan  S ,Thangaraj  M . ""Bayesian consensus clustering with LIME for security in big data"" International Journal of Data Analysis Techniques and Strategies : 15-35.
"
,13.0,"Chen  Yang,Wang  Zhong‐yi,Yuan  Gang,Huang  Lan. ""An overview of online based platforms for sharing and analyzing electrophysiology data from big data perspective"" WIREs Data Mining and Knowledge Discovery : n/a-n.
"
,14.0,"Rado  RatsimbazafyBoussaid  Omar. ""Multiple Decisional Query Optimization in Big Data Warehouse"" International journal of data warehousing and mining : 22-43.
"
,15.0,"Ardakani  Omid M ,Asadi  Majid,Ebrahimi  Nader,Soofi  Ehsan S . ""MR plot: A big data tool for distinguishing distributions"" Statistical Analysis and Data Mining : 405-418.
"
,16.0,"Fegaras  L . ""Incremental Query Processing on Big Data Streams"" IEEE transactions on knowledge and data engineering : 2998-3012.
"
,17.0,"Zhang  Haixiang,Wang  HaiYing. ""Distributed subdata selection for big data via sampling-based approach"" Computational statistics & data analysis
"
,18.0,"Won Kim,Ok-Ran Jeong,Chulyun Kim. ""A Holistic View of Big Data"" International journal of data warehousing and mining : 59-69.
"
,19.0,"Verma  Neha,Singh  Jatinder. ""An intelligent approach to Big Data analytics for sustainable retail environment using Apriori-MapReduce framework"" Industrial Management & Data Systems : 1503-1520.
"
,20.0,"Lee  JooChul,Wang  HaiYing,Schifano  Elizabeth D . ""Online updating method to correct for measurement error in big data streams"" Computational statistics & data analysis
"
,21.0,"Joseph  V  Roshan,Mak  Simon. ""Supervised compression of big data"" Statistical Analysis and Data Mining : 217-229.
"
,22.0,"Chen  Xu,Liu  Lei,Guo  Xinyu. ""Analysing repeat blood donation behavior via big data"" Industrial Management & Data Systems : 192-208.
"
,23.0,"Francesco Di Tria,Ezio Lefons,Filippo Tangorra. ""A Framework for Evaluating Design Methodologies for Big Data Warehouses: Measurement of the Design Process"" International journal of data warehousing and mining : 15-39.
"
,24.0,"Tung  Wen-wen,Barthur  Ashrith,Bowers  Matthew C ,Song  Yuying,Gerth  John,Cleveland  William S . ""Divide and recombine (D&R) data science projects for deep analysis of big data and high computational complexity"" Japanese Journal of Statistics and Data Science : 139-156.
"
,25.0,"Sheng  Hongyan,Feng  Taiwen,Chen  Lucheng,Chu  Dianhui. ""Responding to market turbulence by big data analytics and mass customization capability"" Industrial Management & Data Systems : 2614-2636.
"
,26.0,"Strang  Kenneth David. ""Problems with research methods in medical device big data analytics"" INTERNATIONAL JOURNAL OF DATA SCIENCE AND ANALYTICS : 229-240.
"
,27.0,"Li  Shuyang,Peng  Guo Chao,Xing  Fei. ""Barriers of embedding big data solutions in smart factories: insights from SAP consultants"" Industrial Management & Data Systems : 1147-1164.
"
,28.0,"Tseng  Ming-Lang,Bui  Tat-Dat,Lim  Ming K ,Tsai  Feng Ming,Tan  Raymond R . ""Comparing world regional sustainable supply chain finance using big data analytics: a bibliometric analysis"" Industrial Management & Data Systems : 657-700.
"
,29.0,"Li  Jia. ""Advancing science and technology with big data analytics"" Statistical Analysis and Data Mining : NA.
"
,30.0,"Terzi  Duygu Sinanç,Sağıroğlu  Şeref,Kılınç  Hakan. ""Telecom fraud detection with big data analytics"" International journal of data science : 191-204.
"
,31.0,"Hajiheydari  Nastaran,Delgosha  Mohammad Soltani,Wang  Yichuan,Olya  Hossein. ""Exploring the paths to big data analytics implementation success in banking and financial service: an integrated approach"" Industrial Management & Data Systems : 2498-2529.
"
,32.0,"Kirubakaran  Anusuya,Aramudhan  M . ""A watchdog approach - name-matching algorithm for big data risk intelligence"" International Journal of Data Analysis Techniques and Strategies : 273-290.
"
,33.0,"Raut  Rakesh,Narwane  Vaibhav,Kumar Mangla  Sachin,Yadav  Vinay Surendra,Narkhede  Balkrishna Eknath,Luthra  Sunil. ""Unlocking causal relations of barriers to big data analytics in manufacturing firms"" Industrial Management & Data Systems : 1939-1968.
"
,34.0,"Finogeev  Alexey G ,Gamidullaeva  Leyla A ,Vasin  Sergey M . ""Application of hyper-convergent platform for big data in exploring regional innovation systems"" International Journal of Data Mining, Modelling and Management : 365-385.
"
,35.0,"Andrée Marie López-Fernández,Zamira Burgos Silva. ""Stakeholder Perceptions and Word-of-Mouth on CSR Dynamics: A Big Data Analysis from Twitter"" INTERNATIONAL JOURNAL OF BUSINESS DATA COMMUNICATIONS AND NETWORKING : 67-80.
"
,36.0,"Roh  Yuji,Heo  Geon,Whang  Steven Euijong. ""A Survey on Data Collection for Machine Learning: A Big Data - AI Integration Perspective"" IEEE transactions on knowledge and data engineering : 1328-1347.
"
,37.0,"Velev  Dimiter,Zlateva  Plamena. ""An analysis of the relation between natural disasters and Big Data"" International journal of data science : 370-381.
"
,38.0,"Gupta  Preeti,Sharma  Arun,Jindal  Rajni. ""Scalable machine‐learning algorithms for big data analytics: a comprehensive review"" WIREs Data Mining and Knowledge Discovery : 194-214.
"
,39.0,"Samaraweera  G  Dumindu,Chang  J  Morris. ""Security and Privacy Implications on Database Systems in Big Data Era: A Survey"" IEEE transactions on knowledge and data engineering : 239-258.
"
,40.0,"Sautot  Lucile,Bimonte  Sandro,Journaux  Ludovic. ""A Semi-Automatic Design Methodology for (Big) Data Warehouse Transforming Facts into Dimensions"" IEEE transactions on knowledge and data engineering : 28-42.
"
,41.0,"Wu  C ,Ku  C ,Ho  J ,Chen  M . ""A Novel Pipeline Approach for Efficient Big Data Broadcasting"" IEEE transactions on knowledge and data engineering : 17-28.
"
,42.0,"Yanfeng  Z ,Shimin  C ,Qiang  W ,Ge  Y . ""i$^2$ MapReduce: Incremental MapReduce for Mining Evolving Big Data"" IEEE transactions on knowledge and data engineering : 1906-1919.
"
,43.0,"Jianguo  L ,Dingding  L . ""Bias Correction in a Small Sample from Big Data"" IEEE transactions on knowledge and data engineering : 2658-2663.
"
,44.0,"Kafeza  Eleanna,Kanavos  Andreas,Makris  Christos,Pispirigos  Georgios,Vikatos  Pantelis. ""T-PCCE: Twitter Personality based Communicative Communities Extraction System for Big Data"" IEEE transactions on knowledge and data engineering : 1625-1638.
"
